date,temp_mean_c,temp_max_c,temp_min_c,wind_mean_m_s,n_soundings,HDD,CDD
2022-04-05,7.0,12.6,1.4,9.0,2,8.5,0.0
2022-04-06,12.899999999999999,18.2,7.6,3.0,2,2.6000000000000014,0.0
2022-04-07,12.8,14.8,10.8,3.0,2,2.6999999999999993,0.0
2022-04-08,13.399999999999999,16.4,10.4,8.0,2,2.1000000000000014,0.0
2022-04-09,9.5,11.0,8.0,8.0,2,6.0,0.0
2022-04-10,8.7,11.0,6.4,10.0,2,6.800000000000001,0.0
2022-04-11,8.1,11.4,4.8,5.0,2,7.4,0.0
2022-04-12,8.2,13.6,2.8,2.0,2,7.300000000000001,0.0
2022-04-13,10.9,15.8,6.0,3.0,2,4.6,0.0
2022-04-14,13.6,19.2,8.0,4.0,2,1.9000000000000004,0.0
2022-04-15,13.200000000000001,18.6,7.8,4.0,2,2.299999999999999,0.0
2022-04-16,13.2,13.6,12.8,8.0,2,2.3000000000000007,0.0
2022-04-17,8.0,10.6,5.4,3.0,2,7.5,0.0
2022-04-18,7.699999999999999,9.6,5.8,5.0,2,7.800000000000001,0.0
2022-04-19,7.6,9.4,5.8,8.0,2,7.9,0.0
2022-04-20,8.4,12.8,4.0,6.0,2,7.1,0.0
2022-04-21,9.2,14.6,3.8,1.0,2,6.300000000000001,0.0
2022-04-22,9.100000000000001,10.8,7.4,6.0,2,6.399999999999999,0.0
2022-04-23,11.0,13.8,8.2,3.0,2,4.5,0.0
2022-04-24,13.6,17.2,10.0,6.0,2,1.9000000000000004,0.0
2022-04-25,13.7,17.4,10.0,7.0,2,1.8000000000000007,0.0
2022-04-26,14.799999999999999,18.4,11.2,3.0,2,0.7000000000000011,0.0
2022-04-27,14.1,15.0,13.2,2.0,2,1.4000000000000004,0.0
2022-04-28,13.5,17.4,9.6,3.0,2,2.0,0.0
2022-04-29,14.899999999999999,18.2,11.6,5.0,2,0.6000000000000014,0.0
2022-04-30,15.0,19.4,10.6,2.0,2,0.5,0.0
2022-05-01,16.4,20.2,12.6,6.0,2,0.0,0.0
2022-05-02,16.7,20.4,13.0,3.0,2,0.0,0.0
2022-05-03,15.0,18.6,11.4,4.0,2,0.5,0.0
2022-05-04,15.5,20.0,11.0,4.0,2,0.0,0.0
2022-05-05,17.5,22.4,12.6,1.0,2,0.0,0.0
2022-05-06,18.0,21.4,14.6,6.0,2,0.0,0.0
2022-05-07,19.0,22.2,15.8,5.0,2,0.0,1.0
2022-05-08,18.1,21.8,14.4,5.0,2,0.0,0.10000000000000142
2022-05-09,16.299999999999997,17.4,15.2,3.0,2,0.0,0.0
2022-05-10,17.7,21.4,14.0,5.0,2,0.0,0.0
2022-05-11,18.3,25.0,11.6,1.0,2,0.0,0.3000000000000007
2022-05-12,21.8,28.2,15.4,5.0,2,0.0,3.8000000000000007
2022-05-13,22.5,23.4,21.6,5.0,2,0.0,4.5
2022-05-14,20.7,22.4,19.0,9.0,2,0.0,2.6999999999999993
2022-05-15,18.8,25.2,12.4,6.0,2,0.0,0.8000000000000007
2022-05-16,21.5,25.6,17.4,2.0,2,0.0,3.5
2022-05-17,18.299999999999997,18.4,18.2,2.0,2,0.0,0.29999999999999716
2022-05-18,16.9,19.0,14.8,3.0,2,0.0,0.0
2022-05-20,17.8,26.0,9.6,5.0,2,0.0,0.0
2022-05-21,21.8,25.8,17.8,9.5,2,0.0,3.8000000000000007
2022-05-22,20.5,22.2,18.8,9.0,2,0.0,2.5
2022-05-23,18.2,22.2,14.2,4.0,2,0.0,0.1999999999999993
2022-05-24,17.799999999999997,19.2,16.4,5.0,2,0.0,0.0
2022-05-25,21.5,25.2,17.8,4.0,2,0.0,3.5
2022-05-26,19.7,24.2,15.2,7.0,2,0.0,1.6999999999999993
2022-05-27,21.6,25.4,17.8,8.0,2,0.0,3.6000000000000014
2022-05-28,18.0,18.2,17.8,7.0,2,0.0,0.0
2022-05-29,14.600000000000001,16.8,12.4,6.0,2,0.8999999999999986,0.0
2022-05-30,14.399999999999999,18.4,10.4,4.0,2,1.1000000000000014,0.0
2022-05-31,15.8,20.8,10.8,5.0,2,0.0,0.0
2022-06-01,18.3,23.2,13.4,3.0,2,0.0,0.3000000000000007
2022-06-02,20.0,24.6,15.4,4.0,2,0.0,2.0
2022-06-03,23.9,28.4,19.4,3.0,2,0.0,5.899999999999999
2022-06-04,22.3,23.0,21.6,4.0,2,0.0,4.300000000000001
2022-06-05,21.700000000000003,24.6,18.8,6.0,2,0.0,3.700000000000003
2022-06-06,22.3,25.8,18.8,6.0,2,0.0,4.300000000000001
2022-06-07,22.7,28.0,17.4,4.0,2,0.0,4.699999999999999
2022-06-08,24.299999999999997,27.2,21.4,7.0,2,0.0,6.299999999999997
2022-06-09,20.9,25.0,16.8,2.0,2,0.0,2.8999999999999986
2022-06-10,22.5,27.2,17.8,9.0,2,0.0,4.5
2022-06-11,22.1,26.2,18.0,6.0,2,0.0,4.100000000000001
2022-06-12,22.5,26.2,18.8,5.0,2,0.0,4.5
2022-06-13,22.9,28.0,17.8,4.0,2,0.0,4.899999999999999
2022-06-14,19.1,21.6,16.6,5.0,2,0.0,1.1000000000000014
2022-06-15,18.200000000000003,23.6,12.8,2.0,2,0.0,0.20000000000000284
2022-06-16,20.8,26.8,14.8,2.0,2,0.0,2.8000000000000007
2022-06-17,20.7,25.8,15.6,5.0,2,0.0,2.6999999999999993
2022-06-18,21.0,25.2,16.8,5.0,2,0.0,3.0
2022-06-19,22.700000000000003,28.6,16.8,4.0,2,0.0,4.700000000000003
2022-06-20,24.4,30.8,18.0,5.0,2,0.0,6.399999999999999
2022-06-21,24.6,25.0,24.2,14.5,2,0.0,6.600000000000001
2022-06-22,19.8,25.8,13.8,1.0,2,0.0,1.8000000000000007
2022-06-23,23.3,27.0,19.6,2.0,2,0.0,5.300000000000001
2022-06-24,22.8,28.6,17.0,3.0,2,0.0,4.800000000000001
2022-06-25,25.4,28.4,22.4,6.0,2,0.0,7.399999999999999
2022-06-26,24.1,30.4,17.8,2.0,2,0.0,6.100000000000001
2022-06-27,26.2,31.4,21.0,5.0,2,0.0,8.2
2022-06-28,25.9,28.4,23.4,3.0,2,0.0,7.899999999999999
2022-06-29,28.6,34.4,22.8,5.0,2,0.0,10.600000000000001
2022-06-30,29.700000000000003,35.2,24.2,4.0,2,0.0,11.700000000000003
2022-07-01,30.1,35.6,24.6,3.0,2,0.0,12.100000000000001
2022-07-02,26.6,29.2,24.0,11.0,2,0.0,8.600000000000001
2022-07-03,25.700000000000003,30.6,20.8,3.0,2,0.0,7.700000000000003
2022-07-04,27.5,33.6,21.4,3.0,2,0.0,9.5
2022-07-05,23.6,27.0,20.2,4.0,2,0.0,5.600000000000001
2022-07-06,23.3,28.0,18.6,6.0,2,0.0,5.300000000000001
2022-07-07,21.9,25.2,18.6,3.0,2,0.0,3.8999999999999986
2022-07-08,21.6,24.6,18.6,8.0,2,0.0,3.6000000000000014
2022-07-09,21.8,25.0,18.6,7.0,2,0.0,3.8000000000000007
2022-07-10,22.299999999999997,24.2,20.4,11.0,2,0.0,4.299999999999997
2022-07-11,18.6,21.8,15.4,5.0,2,0.0,0.6000000000000014
2022-07-12,17.9,22.8,13.0,6.0,2,0.0,0.0
2022-07-13,23.1,28.0,18.2,4.0,2,0.0,5.100000000000001
2022-07-14,27.2,33.4,21.0,2.0,2,0.0,9.2
2022-07-15,22.4,22.6,22.2,4.0,2,0.0,4.399999999999999
2022-07-16,22.5,26.8,18.2,5.0,2,0.0,4.5
2022-07-17,22.9,25.0,20.8,3.0,2,0.0,4.899999999999999
2022-07-18,23.3,27.8,18.8,5.0,2,0.0,5.300000000000001
2022-07-19,24.200000000000003,30.6,17.8,3.0,2,0.0,6.200000000000003
2022-07-20,26.8,33.6,20.0,2.0,2,0.0,8.8
2022-07-21,28.799999999999997,34.8,22.8,5.0,2,0.0,10.799999999999997
2022-07-22,30.4,35.0,25.8,4.0,2,0.0,12.399999999999999
2022-07-23,31.6,36.6,26.6,4.0,2,0.0,13.600000000000001
2022-07-24,27.0,30.0,24.0,5.0,2,0.0,9.0
2022-07-25,26.200000000000003,29.8,22.6,2.0,2,0.0,8.200000000000003
2022-07-26,22.2,22.4,22.0,3.0,2,0.0,4.199999999999999
2022-07-27,25.2,29.4,21.0,5.0,2,0.0,7.199999999999999
2022-07-28,26.7,30.2,23.2,6.0,2,0.0,8.7
2022-07-29,28.0,32.2,23.8,6.0,2,0.0,10.0
2022-07-30,21.8,23.6,20.0,3.0,2,0.0,3.8000000000000007
2022-07-31,19.6,20.2,19.0,9.0,2,0.0,1.6000000000000014
2022-08-01,21.3,26.8,15.8,7.0,2,0.0,3.3000000000000007
2022-08-02,25.1,29.8,20.4,3.0,2,0.0,7.100000000000001
2022-08-03,25.3,28.8,21.8,1.0,2,0.0,7.300000000000001
2022-08-04,26.9,31.4,22.4,2.0,2,0.0,8.899999999999999
2022-08-05,28.200000000000003,33.2,23.2,4.0,2,0.0,10.200000000000003
2022-08-06,29.0,34.8,23.2,4.0,2,0.0,11.0
2022-08-07,24.5,27.6,21.4,4.0,2,0.0,6.5
2022-08-08,21.0,21.2,20.8,1.0,2,0.0,3.0
2022-08-09,23.4,28.0,18.8,3.0,2,0.0,5.399999999999999
2022-08-10,24.3,27.8,20.8,8.0,2,0.0,6.300000000000001
2022-08-11,23.3,27.0,19.6,5.0,2,0.0,5.300000000000001
2022-08-12,22.2,26.2,18.2,5.0,2,0.0,4.199999999999999
2022-08-13,24.1,26.8,21.4,0.0,2,0.0,6.100000000000001
2022-08-14,24.2,29.0,19.4,3.0,2,0.0,6.199999999999999
2022-08-15,26.8,30.6,23.0,5.0,2,0.0,8.8
2022-08-16,27.6,32.6,22.6,3.0,2,0.0,9.600000000000001
2022-08-17,27.3,32.6,22.0,2.0,2,0.0,9.3
2022-08-18,28.4,34.0,22.8,3.0,2,0.0,10.399999999999999
2022-08-19,30.5,35.6,25.4,4.0,2,0.0,12.5
2022-08-20,21.2,21.2,21.2,4.0,2,0.0,3.1999999999999993
2022-08-21,21.700000000000003,23.6,19.8,2.0,2,0.0,3.700000000000003
2022-08-22,21.2,24.0,18.4,4.0,2,0.0,3.1999999999999993
2022-08-23,21.4,23.6,19.2,2.0,2,0.0,3.3999999999999986
2022-08-24,22.5,25.6,19.4,6.0,2,0.0,4.5
2022-08-25,24.700000000000003,29.6,19.8,4.0,2,0.0,6.700000000000003
2022-08-26,27.7,32.0,23.4,4.0,2,0.0,9.7
2022-08-27,27.0,31.8,22.2,3.0,2,0.0,9.0
2022-08-28,25.8,29.0,22.6,3.0,2,0.0,7.800000000000001
2022-08-29,24.2,26.2,22.2,3.0,2,0.0,6.199999999999999
2022-08-30,23.5,26.6,20.4,1.0,2,0.0,5.5
2022-08-31,23.5,27.4,19.6,3.0,2,0.0,5.5
2022-09-01,19.5,19.6,19.4,8.0,2,0.0,1.5
2022-09-02,22.2,22.2,22.2,2.0,1,0.0,4.199999999999999
2022-09-03,17.7,22.8,12.6,2.0,2,0.0,0.0
2022-09-04,17.0,20.0,14.0,5.0,2,0.0,0.0
2022-09-05,20.9,25.0,16.8,1.0,2,0.0,2.8999999999999986
2022-09-06,22.200000000000003,26.6,17.8,1.0,2,0.0,4.200000000000003
2022-09-07,22.6,27.6,17.6,4.0,2,0.0,4.600000000000001
2022-09-08,24.4,28.8,20.0,3.0,2,0.0,6.399999999999999
2022-09-09,21.5,24.8,18.2,3.0,2,0.0,3.5
2022-09-10,21.2,23.2,19.2,5.0,2,0.0,3.1999999999999993
2022-09-11,18.3,19.8,16.8,10.0,2,0.0,0.3000000000000007
2022-09-12,17.9,20.4,15.4,8.0,2,0.0,0.0
2022-09-13,16.1,20.8,11.4,3.0,2,0.0,0.0
2022-09-14,18.1,21.2,15.0,2.0,2,0.0,0.10000000000000142
2022-09-15,22.8,25.6,20.0,3.0,2,0.0,4.800000000000001
2022-09-16,17.1,17.2,17.0,4.0,2,0.0,0.0
2022-09-17,14.2,14.2,14.2,7.0,2,1.3000000000000007,0.0
2022-09-18,11.899999999999999,13.6,10.2,10.0,2,3.6000000000000014,0.0
2022-09-19,12.8,13.0,12.6,5.0,2,2.6999999999999993,0.0
2022-09-20,12.4,15.0,9.8,5.0,2,3.0999999999999996,0.0
2022-09-21,12.5,16.8,8.2,6.0,2,3.0,0.0
2022-09-22,12.7,15.8,9.6,3.0,2,2.8000000000000007,0.0
2022-09-23,11.2,15.2,7.2,1.0,2,4.300000000000001,0.0
2022-09-24,12.2,18.4,6.0,4.0,2,3.3000000000000007,0.0
2022-09-25,13.899999999999999,15.2,12.6,3.0,2,1.6000000000000014,0.0
2022-09-26,14.3,16.0,12.6,3.0,2,1.1999999999999993,0.0
2022-09-27,13.600000000000001,15.4,11.8,1.0,2,1.8999999999999986,0.0
2022-09-28,13.899999999999999,16.4,11.4,3.0,2,1.6000000000000014,0.0
2022-09-29,14.9,17.6,12.2,5.0,2,0.5999999999999996,0.0
2022-09-30,14.2,16.4,12.0,6.0,2,1.3000000000000007,0.0
2022-10-01,15.799999999999999,18.4,13.2,3.0,2,0.0,0.0
2022-10-02,14.8,17.0,12.6,8.0,2,0.6999999999999993,0.0
2022-10-03,14.4,15.4,13.4,8.0,2,1.0999999999999996,0.0
2022-10-04,13.6,15.6,11.6,5.0,2,1.9000000000000004,0.0
2022-10-05,11.600000000000001,16.6,6.6,2.0,2,3.8999999999999986,0.0
2022-10-06,13.7,18.0,9.4,2.0,2,1.8000000000000007,0.0
2022-10-07,16.2,20.4,12.0,3.0,2,0.0,0.0
2022-10-08,15.299999999999999,19.4,11.2,3.0,2,0.20000000000000107,0.0
2022-10-09,15.8,19.6,12.0,2.0,2,0.0,0.0
2022-10-10,14.0,17.0,11.0,5.0,2,1.5,0.0
2022-10-11,15.0,18.4,11.6,3.0,2,0.5,0.0
2022-10-12,15.0,17.4,12.6,3.0,2,0.5,0.0
2022-10-13,14.4,18.0,10.8,3.0,2,1.0999999999999996,0.0
2022-10-14,13.7,18.4,9.0,2.0,2,1.8000000000000007,0.0
2022-10-15,13.7,18.4,9.0,3.0,2,1.8000000000000007,0.0
2022-10-16,16.7,19.2,14.2,3.0,2,0.0,0.0
2022-10-17,15.6,20.2,11.0,2.0,2,0.0,0.0
2022-10-18,14.6,19.2,10.0,3.0,2,0.9000000000000004,0.0
2022-10-19,14.399999999999999,19.2,9.6,5.0,2,1.1000000000000014,0.0
2022-10-20,11.1,14.0,8.2,5.0,2,4.4,0.0
2022-10-21,8.6,12.4,4.8,6.0,2,6.9,0.0
2022-10-22,12.5,15.0,10.0,3.0,2,3.0,0.0
2022-10-23,12.100000000000001,14.4,9.8,4.0,2,3.3999999999999986,0.0
2022-10-24,13.6,14.2,13.0,3.0,2,1.9000000000000004,0.0
2022-10-25,14.7,16.8,12.6,2.0,2,0.8000000000000007,0.0
2022-10-26,11.4,14.0,8.8,3.0,2,4.1,0.0
2022-10-27,12.7,13.4,12.0,1.0,2,2.8000000000000007,0.0
2022-10-28,11.8,11.8,11.8,2.0,2,3.6999999999999993,0.0
2022-10-29,12.0,12.2,11.8,2.0,2,3.5,0.0
2022-10-30,12.4,12.8,12.0,1.0,2,3.0999999999999996,0.0
2022-10-31,11.4,11.4,11.4,2.0,2,4.1,0.0
2022-11-01,10.3,10.4,10.2,2.0,2,5.199999999999999,0.0
2022-11-02,13.5,16.0,11.0,1.0,2,2.0,0.0
2022-11-03,11.8,12.6,11.0,6.0,2,3.6999999999999993,0.0
2022-11-04,9.9,10.4,9.4,5.0,2,5.6,0.0
2022-11-05,10.7,11.0,10.4,5.0,2,4.800000000000001,0.0
2022-11-06,10.4,11.4,9.4,4.0,2,5.1,0.0
2022-11-07,8.9,11.6,6.2,2.0,2,6.6,0.0
2022-11-08,6.800000000000001,9.8,3.8,2.0,2,8.7,0.0
2022-11-09,8.6,9.2,8.0,7.0,2,6.9,0.0
2022-11-10,11.1,12.6,9.6,4.0,2,4.4,0.0
2022-11-11,10.0,13.2,6.8,3.0,2,5.5,0.0
2022-11-12,9.5,13.4,5.6,1.0,2,6.0,0.0
2022-11-13,8.7,10.4,7.0,2.0,2,6.800000000000001,0.0
2022-11-14,8.0,10.8,5.2,3.0,2,7.5,0.0
2022-11-15,4.6,6.8,2.4,1.0,2,10.9,0.0
2022-11-16,7.6,8.4,6.8,5.0,2,7.9,0.0
2022-11-17,9.1,10.2,8.0,4.0,2,6.4,0.0
2022-11-18,6.9,7.2,6.6,2.0,2,8.6,0.0
2022-11-19,4.8,4.8,4.8,1.0,2,10.7,0.0
2022-11-20,3.0,5.0,1.0,3.0,2,12.5,0.0
2022-11-21,1.3,2.0,0.6,2.0,2,14.2,0.0
2022-11-22,3.9,5.8,2.0,3.0,2,11.6,0.0
2022-11-23,4.800000000000001,5.2,4.4,4.0,2,10.7,0.0
2022-11-24,6.0,6.8,5.2,3.0,2,9.5,0.0
2022-11-25,6.4,8.6,4.2,4.0,2,9.1,0.0
2022-11-26,3.4000000000000004,5.2,1.6,2.0,2,12.1,0.0
2022-11-27,3.7,5.0,2.4,3.0,2,11.8,0.0
2022-11-28,4.2,4.2,4.2,3.0,2,11.3,0.0
2022-11-29,1.3,2.0,0.6,6.0,2,14.2,0.0
2022-11-30,4.8,6.8,2.8,3.0,2,10.7,0.0
2022-12-01,5.1,6.6,3.6,3.0,2,10.4,0.0
2022-12-02,2.0,2.6,1.4,4.0,2,13.5,0.0
2022-12-03,3.9000000000000004,6.2,1.6,3.0,2,11.6,0.0
2022-12-04,5.1,6.6,3.6,5.0,2,10.4,0.0
2022-12-05,5.8,6.6,5.0,5.0,2,9.7,0.0
2022-12-06,6.6,7.2,6.0,4.0,2,8.9,0.0
2022-12-07,3.5,6.0,1.0,4.0,2,12.0,0.0
2022-12-08,1.0499999999999998,3.4,-1.3,4.0,2,14.45,0.0
2022-12-09,3.0,4.2,1.8,3.0,2,12.5,0.0
2022-12-10,5.4,5.8,5.0,3.0,2,10.1,0.0
2022-12-11,3.2,4.2,2.2,6.0,2,12.3,0.0
2022-12-12,-0.45000000000000007,0.2,-1.1,7.0,2,15.95,0.0
2022-12-13,-1.5,-1.5,-1.5,6.0,1,17.0,0.0
2022-12-14,-3.6,-1.5,-5.7,5.0,2,19.1,0.0
2022-12-15,0.25,1.6,-1.1,3.0,2,15.25,0.0
2022-12-16,3.4000000000000004,5.2,1.6,4.0,2,12.1,0.0
2022-12-17,1.5,2.0,1.0,6.0,2,14.0,0.0
2022-12-18,-0.35,1.2,-1.9,3.0,2,15.85,0.0
2022-12-19,-2.1,-0.3,-3.9,4.0,2,17.6,0.0
2022-12-20,-0.25,2.2,-2.7,5.0,2,15.75,0.0
2022-12-21,0.35,1.0,-0.3,5.0,2,15.15,0.0
2022-12-22,1.5,2.4,0.6,1.0,2,14.0,0.0
2022-12-23,3.7,3.8,3.6,3.0,2,11.8,0.0
2022-12-24,7.6,11.4,3.8,4.0,2,7.9,0.0
2022-12-25,9.2,12.6,5.8,2.0,2,6.300000000000001,0.0
2022-12-26,8.3,8.4,8.2,3.0,2,7.199999999999999,0.0
2022-12-27,6.5,8.4,4.6,8.0,2,9.0,0.0
2022-12-28,2.3,4.6,0.0,2.0,2,13.2,0.0
2022-12-29,0.8500000000000001,2.6,-0.9,3.0,2,14.65,0.0
2022-12-30,2.0,4.0,0.0,3.0,2,13.5,0.0
2022-12-31,4.8,6.0,3.6,5.0,2,10.7,0.0
2023-01-01,6.6,7.8,5.4,2.0,2,8.9,0.0
2023-01-02,8.9,10.4,7.4,2.0,2,6.6,0.0
2023-01-03,6.8,6.8,6.8,2.0,1,8.7,0.0
2023-01-04,8.2,8.6,7.8,4.0,2,7.300000000000001,0.0
2023-01-05,6.6,7.8,5.4,1.0,2,8.9,0.0
2023-01-06,9.5,9.8,9.2,6.0,2,6.0,0.0
2023-01-07,8.6,11.2,6.0,3.0,2,6.9,0.0
2023-01-08,6.8999999999999995,8.2,5.6,3.0,2,8.600000000000001,0.0
2023-01-09,7.4,9.0,5.8,5.0,2,8.1,0.0
2023-01-10,5.6,6.0,5.2,3.0,2,9.9,0.0
2023-01-11,6.5,8.0,5.0,4.0,2,9.0,0.0
2023-01-12,3.7,7.0,0.4,3.0,2,11.8,0.0
2023-01-13,1.05,2.2,-0.1,4.0,2,14.45,0.0
2023-01-14,6.1,8.0,4.2,1.0,2,9.4,0.0
2023-01-15,4.0,6.4,1.6,5.0,2,11.5,0.0
2023-01-16,4.300000000000001,4.4,4.2,5.0,2,11.2,0.0
2023-01-17,5.8,7.8,3.8,3.0,2,9.7,0.0
2023-01-18,4.6,6.2,3.0,8.0,2,10.9,0.0
2023-01-19,3.6,4.4,2.8,6.0,2,11.9,0.0
2023-01-20,2.2,3.0,1.4,5.0,2,13.3,0.0
2023-01-21,1.7,2.4,1.0,6.0,2,13.8,0.0
2023-01-22,3.0,4.2,1.8,5.0,2,12.5,0.0
2023-01-23,7.1,10.6,3.6,10.0,2,8.4,0.0
2023-01-24,6.4,7.6,5.2,2.0,2,9.1,0.0
2023-01-25,2.0,2.4,1.6,3.0,2,13.5,0.0
2023-01-26,1.5,1.6,1.4,2.0,2,14.0,0.0
2023-01-27,0.15,0.6,-0.3,5.0,2,15.35,0.0
2023-01-28,1.9,2.4,1.4,4.0,2,13.6,0.0
2023-01-29,0.8,1.2,0.4,4.0,2,14.7,0.0
2023-01-30,-1.25,0.6,-3.1,7.0,2,16.75,0.0
2023-01-31,4.6,5.6,3.6,10.0,2,10.9,0.0
2023-02-01,4.5,6.8,2.2,6.0,2,11.0,0.0
2023-02-02,5.4,7.4,3.4,11.5,2,10.1,0.0
2023-02-03,1.6,3.0,0.2,5.0,2,13.9,0.0
2023-02-04,5.0,5.2,4.8,10.0,2,10.5,0.0
2023-02-05,-0.35,0.2,-0.9,9.0,2,15.85,0.0
2023-02-06,-2.6,-0.5,-4.7,4.0,2,18.1,0.0
2023-02-07,-2.65,0.0,-5.3,4.0,2,18.15,0.0
2023-02-08,-0.3500000000000001,3.0,-3.7,8.0,2,15.85,0.0
2023-02-09,-0.8499999999999999,2.2,-3.9,3.0,2,16.35,0.0
2023-02-10,-1.9500000000000002,1.8,-5.7,6.0,2,17.45,0.0
2023-02-11,0.15000000000000013,4.2,-3.9,3.0,2,15.35,0.0
2023-02-12,7.0,9.0,5.0,2.0,2,8.5,0.0
2023-02-13,3.05,6.6,-0.5,2.0,2,12.45,0.0
2023-02-14,4.9,7.8,2.0,2.0,2,10.6,0.0
2023-02-15,3.5500000000000003,7.2,-0.1,2.0,2,11.95,0.0
2023-02-16,2.25,5.8,-1.3,3.0,2,13.25,0.0
2023-02-17,5.0,8.8,1.2,2.0,2,10.5,0.0
2023-02-18,12.8,15.2,10.4,8.0,2,2.6999999999999993,0.0
2023-02-19,12.9,13.0,12.8,12.0,2,2.5999999999999996,0.0
2023-02-20,6.7,8.0,5.4,6.0,2,8.8,0.0
2023-02-21,10.7,14.0,7.4,11.0,2,4.800000000000001,0.0
2023-02-22,10.4,11.4,9.4,2.0,2,5.1,0.0
2023-02-23,8.1,9.0,7.2,5.0,2,7.4,0.0
2023-02-24,10.0,12.8,7.2,5.0,2,5.5,0.0
2023-02-25,7.6,7.8,7.4,6.0,2,7.9,0.0
2023-02-26,4.6,5.0,4.2,6.0,2,10.9,0.0
2023-02-27,2.5,4.2,0.8,5.0,2,13.0,0.0
2023-02-28,1.85,4.4,-0.7,5.0,2,13.65,0.0
2023-03-01,6.5,9.2,3.8,2.0,2,9.0,0.0
2023-03-02,6.6000000000000005,10.8,2.4,4.0,2,8.899999999999999,0.0
2023-03-03,5.8,10.0,1.6,2.0,2,9.7,0.0
2023-03-04,5.3,10.2,0.4,6.0,2,10.2,0.0
2023-03-05,4.0,5.2,2.8,9.0,2,11.5,0.0
2023-03-06,3.9,5.8,2.0,4.0,2,11.6,0.0
2023-03-07,5.2,7.8,2.6,3.0,2,10.3,0.0
2023-03-08,6.2,9.4,3.0,3.0,2,9.3,0.0
2023-03-09,13.1,16.4,9.8,10.0,2,2.4000000000000004,0.0
2023-03-10,12.299999999999999,16.4,8.2,8.0,2,3.200000000000001,0.0
2023-03-11,10.0,10.0,10.0,6.0,1,5.5,0.0
2023-03-13,7.9,12.6,3.2,7.0,2,7.6,0.0
2023-03-14,14.1,19.0,9.2,10.0,2,1.4000000000000004,0.0
2023-03-15,9.0,10.6,7.4,10.0,2,6.5,0.0
2023-03-16,6.8,9.0,4.6,6.0,2,8.7,0.0
2023-03-17,4.5,9.0,0.0,1.0,2,11.0,0.0
2023-03-18,7.5,12.4,2.6,4.0,2,8.0,0.0
2023-03-19,8.8,13.2,4.4,6.0,2,6.699999999999999,0.0
2023-03-20,12.4,16.0,8.8,3.0,2,3.0999999999999996,0.0
2023-03-21,14.2,17.2,11.2,7.0,2,1.3000000000000007,0.0
2023-03-22,11.600000000000001,14.4,8.8,3.0,2,3.8999999999999986,0.0
2023-03-23,12.9,18.6,7.2,2.0,2,2.5999999999999996,0.0
2023-03-24,14.9,20.0,9.8,3.0,2,0.5999999999999996,0.0
2023-03-25,15.8,15.8,15.8,7.0,2,0.0,0.0
2023-03-26,11.3,13.2,9.4,8.0,2,4.199999999999999,0.0
2023-03-27,7.7,8.4,7.0,5.0,2,7.8,0.0
2023-03-28,4.5,6.4,2.6,10.0,2,11.0,0.0
2023-03-29,4.7,7.8,1.6,4.0,2,10.8,0.0
2023-03-30,8.600000000000001,11.8,5.4,2.0,2,6.899999999999999,0.0
2023-03-31,13.5,16.8,10.2,5.0,2,2.0,0.0
2023-04-01,11.1,13.2,9.0,3.0,2,4.4,0.0
2023-04-02,12.8,15.0,10.6,7.0,2,2.6999999999999993,0.0
2023-04-03,8.0,9.0,7.0,4.0,2,7.5,0.0
2023-04-04,4.5,7.0,2.0,5.0,2,11.0,0.0
2023-04-05,3.7,6.2,1.2,5.0,2,11.8,0.0
2023-04-06,3.3000000000000003,6.4,0.2,5.0,2,12.2,0.0
2023-04-07,4.0,5.2,2.8,1.0,2,11.5,0.0
2023-04-08,3.9000000000000004,4.4,3.4,1.0,2,11.6,0.0
2023-04-09,5.9,8.0,3.8,1.0,2,9.6,0.0
2023-04-10,8.9,13.4,4.4,3.0,2,6.6,0.0
2023-04-11,11.1,15.4,6.8,5.0,2,4.4,0.0
2023-04-12,10.7,14.0,7.4,9.0,2,4.800000000000001,0.0
2023-04-13,11.6,16.2,7.0,4.0,2,3.9000000000000004,0.0
2023-04-14,11.3,11.6,11.0,5.0,2,4.199999999999999,0.0
2023-04-15,7.2,10.0,4.4,2.0,2,8.3,0.0
2023-04-16,11.6,16.0,7.2,4.0,2,3.9000000000000004,0.0
2023-04-17,15.1,17.2,13.0,5.0,2,0.40000000000000036,0.0
2023-04-18,15.100000000000001,17.6,12.6,7.0,2,0.3999999999999986,0.0
2023-04-19,14.7,16.4,13.0,3.0,2,0.8000000000000007,0.0
2023-04-20,12.799999999999999,17.4,8.2,4.0,2,2.700000000000001,0.0
2023-04-21,14.7,18.8,10.6,4.0,2,0.8000000000000007,0.0
2023-04-22,14.5,19.4,9.6,2.0,2,1.0,0.0
2023-04-23,15.1,20.4,9.8,6.0,2,0.40000000000000036,0.0
2023-04-24,14.899999999999999,17.4,12.4,3.0,2,0.6000000000000014,0.0
2023-04-25,12.600000000000001,13.4,11.8,6.0,2,2.8999999999999986,0.0
2023-04-26,11.1,13.2,9.0,7.0,2,4.4,0.0
2023-04-27,9.0,12.8,5.2,4.0,2,6.5,0.0
2023-04-28,9.5,16.0,3.0,3.0,2,6.0,0.0
2023-04-29,14.2,16.8,11.6,3.0,2,1.3000000000000007,0.0
2023-04-30,15.9,19.0,12.8,4.0,2,0.0,0.0
2023-05-01,14.7,18.8,10.6,6.0,2,0.8000000000000007,0.0
